K,start_idx,u,domain,chi,sig_str,t_norm,t_max_abs,rs_size,rs_coord_radius,safe_elision,danger_zone
2,0,0,Zs,111,2:-2|4:1,0.00,0,11,2,0,1
2,1,0,Zs,000,E,2.83,2,1,0,1,0
2,2,0,Zs,000,E,1.41,1,1,0,1,0
2,3,0,Zs,000,E,2.45,2,1,0,1,0
2,4,0,Zs,000,E,1.41,1,1,0,1,0
2,5,0,Zs,000,E,2.45,2,1,0,1,0
2,6,0,Zs,111,2:-2|4:1,0.00,0,11,2,0,1
2,7,0,Zs,000,E,2.45,2,1,0,1,0
2,8,0,Zs,000,E,1.41,1,1,0,1,0
2,9,0,Zs,111,2:-2|4:1,0.00,0,11,2,0,1
2,10,0,Zs,000,E,1.41,1,1,0,1,0
2,11,0,Zs,000,E,2.45,2,1,0,1,0
2,12,0,Zs,000,E,2.45,2,1,0,1,0
2,13,0,Zs,000,E,1.41,1,1,0,1,0
2,14,0,Zs,000,E,2.83,2,1,0,1,0
2,15,0,Zs,000,E,2.45,2,1,0,1,0
2,16,0,Zs,000,E,2.83,2,1,0,1,0
2,17,0,Zs,000,E,1.41,1,1,0,1,0
2,18,0,Zs,111,2:-2|4:1,0.00,0,11,2,0,1
2,19,0,Zs,000,E,2.83,2,1,0,1,0
2,20,0,Zs,000,E,1.41,1,1,0,1,0
2,21,0,Zs,000,E,2.45,2,1,0,1,0
2,22,0,Zs,000,E,2.83,2,1,0,1,0
2,23,0,Zs,000,E,1.41,1,1,0,1,0
2,24,0,Zs,111,2:-2|4:1,0.00,0,11,2,0,1
2,25,0,Zs,000,E,2.45,2,1,0,1,0
2,26,0,Zs,000,E,1.41,1,1,0,1,0
2,27,0,Zs,111,2:-2|4:1,0.00,0,11,2,0,1
2,28,0,Zs,000,E,2.83,2,1,0,1,0
2,29,0,Zs,000,E,1.41,1,1,0,1,0
2,30,0,Zs,000,E,2.45,2,1,0,1,0
2,31,0,Zs,000,E,1.41,1,1,0,1,0
2,32,0,Zs,000,E,2.83,2,1,0,1,0
2,33,0,Zs,000,E,2.45,2,1,0,1,0
2,34,0,Zs,000,E,2.83,2,1,0,1,0
2,35,0,Zs,000,E,1.41,1,1,0,1,0
2,36,0,Zs,111,2:-2|4:1,0.00,0,11,2,0,1
2,37,0,Zs,000,E,1.41,1,1,0,1,0
2,38,0,Zs,000,E,2.45,2,1,0,1,0
2,39,0,Zs,000,E,2.45,2,1,0,1,0
2,40,0,Zs,000,E,1.41,1,1,0,1,0
2,41,0,Zs,000,E,2.83,2,1,0,1,0
2,42,0,Zs,000,E,2.45,2,1,0,1,0
2,43,0,Zs,000,E,1.41,1,1,0,1,0
2,44,0,Zs,000,E,2.45,2,1,0,1,0
2,45,0,Zs,111,2:-2|4:1,0.00,0,11,2,0,1
2,46,0,Zs,000,E,1.41,1,1,0,1,0
2,47,0,Zs,000,E,2.45,2,1,0,1,0
2,48,0,Zs,000,E,2.45,2,1,0,1,0
2,49,0,Zs,000,E,1.41,1,1,0,1,0
2,0,1,Pt,110,1:1|3:-2,3.00,2,11,4,0,1
2,1,1,Pt,000,E,1.41,1,1,0,1,0
2,2,1,Pt,000,E,1.41,1,1,0,1,0
2,3,1,Pt,000,E,0.00,0,1,0,0,1
2,4,1,Pt,000,E,2.45,2,1,0,1,0
2,5,1,Pt,001,E,1.41,1,1,0,1,0
2,6,1,Pt,110,1:1|3:-2,3.00,2,11,4,0,1
2,7,1,Pt,000,E,1.41,1,1,0,1,0
2,8,1,Pt,001,E,1.41,1,1,0,1,0
2,9,1,Pt,110,1:1|3:-2,3.00,2,11,4,0,1
2,10,1,Pt,000,E,2.45,2,1,0,1,0
2,11,1,Pt,000,E,1.41,1,1,0,1,0
2,12,1,Pt,000,E,0.00,0,1,0,0,1
2,13,1,Pt,000,E,2.45,2,1,0,1,0
2,14,1,Pt,000,E,1.41,1,1,0,1,0
2,15,1,Pt,000,E,0.00,0,1,0,0,1
2,16,1,Pt,000,E,1.41,1,1,0,1,0
2,17,1,Pt,001,E,1.41,1,1,0,1,0
2,18,1,Pt,110,1:1|3:-2,3.00,2,11,4,0,1
2,19,1,Pt,000,E,1.41,1,1,0,1,0
2,20,1,Pt,000,E,1.41,1,1,0,1,0
2,21,1,Pt,000,E,0.00,0,1,0,0,1
2,22,1,Pt,000,E,1.41,1,1,0,1,0
2,23,1,Pt,001,E,1.41,1,1,0,1,0
2,24,1,Pt,110,1:1|3:-2,3.00,2,11,4,0,1
2,25,1,Pt,000,E,1.41,1,1,0,1,0
2,26,1,Pt,001,E,1.41,1,1,0,1,0
2,27,1,Pt,110,1:1|3:-2,3.00,2,11,4,0,1
2,28,1,Pt,000,E,1.41,1,1,0,1,0
2,29,1,Pt,000,E,1.41,1,1,0,1,0
2,30,1,Pt,000,E,0.00,0,1,0,0,1
2,31,1,Pt,000,E,2.45,2,1,0,1,0
2,32,1,Pt,000,E,1.41,1,1,0,1,0
2,33,1,Pt,000,E,0.00,0,1,0,0,1
2,34,1,Pt,000,E,1.41,1,1,0,1,0
2,35,1,Pt,001,E,1.41,1,1,0,1,0
2,36,1,Pt,110,1:1|3:-2,3.00,2,11,4,0,1
2,37,1,Pt,000,E,2.45,2,1,0,1,0
2,38,1,Pt,000,E,1.41,1,1,0,1,0
2,39,1,Pt,000,E,0.00,0,1,0,0,1
2,40,1,Pt,000,E,2.45,2,1,0,1,0
2,41,1,Pt,000,E,1.41,1,1,0,1,0
2,42,1,Pt,000,E,0.00,0,1,0,0,1
2,43,1,Pt,000,E,2.45,2,1,0,1,0
2,44,1,Pt,001,E,1.41,1,1,0,1,0
2,45,1,Pt,110,1:1|3:-2,3.00,2,11,4,0,1
2,46,1,Pt,000,E,2.45,2,1,0,1,0
2,47,1,Pt,000,E,1.41,1,1,0,1,0
2,48,1,Pt,000,E,0.00,0,1,0,0,1
2,49,1,Pt,000,E,2.45,2,1,0,1,0
2,0,2,Pt,110,2:1|4:-2,3.74,3,10,4,0,1
2,1,2,Pt,000,E,2.45,2,1,0,1,0
2,2,2,Pt,000,E,2.45,2,1,0,1,0
2,3,2,Pt,000,E,2.45,2,1,0,1,0
2,4,2,Pt,000,E,1.41,1,1,0,1,0
2,5,2,Pt,001,1:1,1.00,1,3,1,0,1
2,6,2,Pt,110,2:1|4:-2,3.74,3,10,4,0,1
2,7,2,Pt,000,E,1.41,1,1,0,1,0
2,8,2,Pt,001,1:1,2.24,2,3,1,1,0
2,9,2,Pt,110,2:1|4:-2,3.74,3,10,4,0,1
2,10,2,Pt,000,E,1.41,1,1,0,1,0
2,11,2,Pt,000,E,1.41,1,1,0,1,0
2,12,2,Pt,000,E,2.45,2,1,0,1,0
2,13,2,Pt,000,E,1.41,1,1,0,1,0
2,14,2,Pt,000,E,2.45,2,1,0,1,0
2,15,2,Pt,000,E,2.45,2,1,0,1,0
2,16,2,Pt,000,E,2.45,2,1,0,1,0
2,17,2,Pt,001,1:1,2.24,2,3,1,1,0
2,18,2,Pt,110,2:1|4:-2,3.74,3,10,4,0,1
2,19,2,Pt,000,E,2.45,2,1,0,1,0
2,20,2,Pt,000,E,2.45,2,1,0,1,0
2,21,2,Pt,000,E,2.45,2,1,0,1,0
2,22,2,Pt,000,E,2.45,2,1,0,1,0
2,23,2,Pt,001,1:1,2.24,2,3,1,1,0
2,24,2,Pt,110,2:1|4:-2,3.74,3,10,4,0,1
2,25,2,Pt,000,E,1.41,1,1,0,1,0
2,26,2,Pt,001,1:1,2.24,2,3,1,1,0
2,27,2,Pt,110,2:1|4:-2,3.74,3,10,4,0,1
2,28,2,Pt,000,E,2.45,2,1,0,1,0
2,29,2,Pt,000,E,2.45,2,1,0,1,0
2,30,2,Pt,000,E,2.45,2,1,0,1,0
2,31,2,Pt,000,E,1.41,1,1,0,1,0
2,32,2,Pt,000,E,2.45,2,1,0,1,0
2,33,2,Pt,000,E,2.45,2,1,0,1,0
2,34,2,Pt,000,E,2.45,2,1,0,1,0
2,35,2,Pt,001,1:1,2.24,2,3,1,1,0
2,36,2,Pt,110,2:1|4:-2,3.74,3,10,4,0,1
2,37,2,Pt,000,E,1.41,1,1,0,1,0
2,38,2,Pt,000,E,1.41,1,1,0,1,0
2,39,2,Pt,000,E,2.45,2,1,0,1,0
2,40,2,Pt,000,E,1.41,1,1,0,1,0
2,41,2,Pt,000,E,2.45,2,1,0,1,0
2,42,2,Pt,000,E,2.45,2,1,0,1,0
2,43,2,Pt,000,E,1.41,1,1,0,1,0
2,44,2,Pt,001,1:1,1.00,1,3,1,0,1
2,45,2,Pt,110,2:1|4:-2,3.74,3,10,4,0,1
2,46,2,Pt,000,E,1.41,1,1,0,1,0
2,47,2,Pt,000,E,1.41,1,1,0,1,0
2,48,2,Pt,000,E,2.45,2,1,0,1,0
2,49,2,Pt,000,E,1.41,1,1,0,1,0
2,0,3,Mt,100,3:1,2.24,2,5,2,0,1
2,1,3,Mt,000,E,1.41,1,1,0,1,0
2,2,3,Mt,000,E,1.41,1,1,0,1,0
2,3,3,Mt,000,E,2.45,2,1,0,1,0
2,4,3,Mt,000,E,1.41,1,1,0,1,0
2,5,3,Mt,011,2:1,2.00,2,5,2,0,1
2,6,3,Mt,100,3:1,2.24,2,5,2,0,1
2,7,3,Mt,000,E,2.45,2,1,0,1,0
2,8,3,Mt,011,2:1,1.41,1,5,2,0,1
2,9,3,Mt,100,3:1,2.24,2,5,2,0,1
2,10,3,Mt,000,E,1.41,1,1,0,1,0
2,11,3,Mt,000,E,2.45,2,1,0,1,0
2,12,3,Mt,000,E,2.45,2,1,0,1,0
2,13,3,Mt,000,E,2.45,2,1,0,1,0
2,14,3,Mt,000,E,1.41,1,1,0,1,0
2,15,3,Mt,000,E,2.45,2,1,0,1,0
2,16,3,Mt,000,E,1.41,1,1,0,1,0
2,17,3,Mt,011,2:1,1.41,1,5,2,0,1
2,18,3,Mt,100,3:1,2.24,2,5,2,0,1
2,19,3,Mt,000,E,1.41,1,1,0,1,0
2,20,3,Mt,000,E,1.41,1,1,0,1,0
2,21,3,Mt,000,E,2.45,2,1,0,1,0
2,22,3,Mt,000,E,1.41,1,1,0,1,0
2,23,3,Mt,011,2:1,1.41,1,5,2,0,1
2,24,3,Mt,100,3:1,2.24,2,5,2,0,1
2,25,3,Mt,000,E,2.45,2,1,0,1,0
2,26,3,Mt,011,2:1,1.41,1,5,2,0,1
2,27,3,Mt,100,3:1,2.24,2,5,2,0,1
2,28,3,Mt,000,E,1.41,1,1,0,1,0
2,29,3,Mt,000,E,1.41,1,1,0,1,0
2,30,3,Mt,000,E,2.45,2,1,0,1,0
2,31,3,Mt,000,E,2.45,2,1,0,1,0
2,32,3,Mt,000,E,1.41,1,1,0,1,0
2,33,3,Mt,000,E,2.45,2,1,0,1,0
2,34,3,Mt,000,E,1.41,1,1,0,1,0
2,35,3,Mt,011,2:1,1.41,1,5,2,0,1
2,36,3,Mt,100,3:1,2.24,2,5,2,0,1
2,37,3,Mt,000,E,1.41,1,1,0,1,0
2,38,3,Mt,000,E,2.45,2,1,0,1,0
2,39,3,Mt,000,E,2.45,2,1,0,1,0
2,40,3,Mt,000,E,2.45,2,1,0,1,0
2,41,3,Mt,000,E,1.41,1,1,0,1,0
2,42,3,Mt,000,E,2.45,2,1,0,1,0
2,43,3,Mt,000,E,1.41,1,1,0,1,0
2,44,3,Mt,011,2:1,2.00,2,5,2,0,1
2,45,3,Mt,100,3:1,2.24,2,5,2,0,1
2,46,3,Mt,000,E,1.41,1,1,0,1,0
2,47,3,Mt,000,E,2.45,2,1,0,1,0
2,48,3,Mt,000,E,2.45,2,1,0,1,0
2,49,3,Mt,000,E,1.41,1,1,0,1,0
2,0,4,Mt,100,4:1,2.83,2,3,2,0,1
2,1,4,Mt,000,E,2.45,2,1,0,1,0
2,2,4,Mt,000,E,1.41,1,1,0,1,0
2,3,4,Mt,000,E,1.41,1,1,0,1,0
2,4,4,Mt,000,E,1.41,1,1,0,1,0
2,5,4,Mt,011,1:-2|3:1,1.00,1,10,2,0,1
2,6,4,Mt,100,4:1,3.16,3,3,2,1,0
2,7,4,Mt,000,E,2.45,2,1,0,1,0
2,8,4,Mt,011,1:-2|3:1,1.00,1,10,2,0,1
2,9,4,Mt,100,4:1,2.45,2,3,2,0,1
2,10,4,Mt,000,E,1.41,1,1,0,1,0
2,11,4,Mt,000,E,1.41,1,1,0,1,0
2,12,4,Mt,000,E,1.41,1,1,0,1,0
2,13,4,Mt,000,E,1.41,1,1,0,1,0
2,14,4,Mt,000,E,1.41,1,1,0,1,0
2,15,4,Mt,000,E,0.00,0,1,0,0,1
2,16,4,Mt,000,E,2.45,2,1,0,1,0
2,17,4,Mt,011,1:-2|3:1,1.00,1,10,2,0,1
2,18,4,Mt,100,4:1,2.83,2,3,2,0,1
2,19,4,Mt,000,E,2.45,2,1,0,1,0
2,20,4,Mt,000,E,1.41,1,1,0,1,0
2,21,4,Mt,000,E,0.00,0,1,0,0,1
2,22,4,Mt,000,E,2.45,2,1,0,1,0
2,23,4,Mt,011,1:-2|3:1,1.00,1,10,2,0,1
2,24,4,Mt,100,4:1,3.16,3,3,2,1,0
2,25,4,Mt,000,E,2.45,2,1,0,1,0
2,26,4,Mt,011,1:-2|3:1,1.00,1,10,2,0,1
2,27,4,Mt,100,4:1,2.83,2,3,2,0,1
2,28,4,Mt,000,E,2.45,2,1,0,1,0
2,29,4,Mt,000,E,1.41,1,1,0,1,0
2,30,4,Mt,000,E,1.41,1,1,0,1,0
2,31,4,Mt,000,E,1.41,1,1,0,1,0
2,32,4,Mt,000,E,1.41,1,1,0,1,0
2,33,4,Mt,000,E,0.00,0,1,0,0,1
2,34,4,Mt,000,E,2.45,2,1,0,1,0
2,35,4,Mt,011,1:-2|3:1,1.00,1,10,2,0,1
2,36,4,Mt,100,4:1,2.45,2,3,2,0,1
2,37,4,Mt,000,E,1.41,1,1,0,1,0
2,38,4,Mt,000,E,1.41,1,1,0,1,0
2,39,4,Mt,000,E,1.41,1,1,0,1,0
2,40,4,Mt,000,E,1.41,1,1,0,1,0
2,41,4,Mt,000,E,1.41,1,1,0,1,0
2,42,4,Mt,000,E,1.41,1,1,0,1,0
2,43,4,Mt,000,E,1.41,1,1,0,1,0
2,44,4,Mt,011,1:-2|3:1,1.00,1,10,2,0,1
2,45,4,Mt,100,4:1,2.45,2,3,2,0,1
2,46,4,Mt,000,E,1.41,1,1,0,1,0
2,47,4,Mt,000,E,1.41,1,1,0,1,0
2,48,4,Mt,000,E,1.41,1,1,0,1,0
2,49,4,Mt,000,E,1.41,1,1,0,1,0
3,0,0,Pt,110,3:-2,3.74,3,5,4,1,0
3,1,0,Pt,000,E,1.41,1,1,0,1,0
3,2,0,Pt,000,E,1.41,1,1,0,1,0
3,3,0,Pt,000,E,0.00,0,1,0,0,1
3,4,0,Pt,000,E,2.45,2,1,0,1,0
3,5,0,Pt,001,1:1,1.73,1,3,1,1,0
3,6,0,Pt,110,3:-2,3.74,3,5,4,1,0
3,7,0,Pt,000,E,1.41,1,1,0,1,0
3,8,0,Pt,001,1:1,1.73,1,3,1,1,0
3,9,0,Pt,110,3:-2,3.74,3,5,4,1,0
3,10,0,Pt,000,E,2.45,2,1,0,1,0
3,11,0,Pt,000,E,1.41,1,1,0,1,0
3,12,0,Pt,000,E,0.00,0,1,0,0,1
3,13,0,Pt,000,E,2.45,2,1,0,1,0
3,14,0,Pt,000,E,1.41,1,1,0,1,0
3,15,0,Pt,000,E,0.00,0,1,0,0,1
3,16,0,Pt,000,E,1.41,1,1,0,1,0
3,17,0,Pt,001,1:1,1.73,1,3,1,1,0
3,18,0,Pt,110,3:-2,3.74,3,5,4,1,0
3,19,0,Pt,000,E,1.41,1,1,0,1,0
3,20,0,Pt,000,E,1.41,1,1,0,1,0
3,21,0,Pt,000,E,0.00,0,1,0,0,1
3,22,0,Pt,000,E,1.41,1,1,0,1,0
3,23,0,Pt,001,1:1,1.73,1,3,1,1,0
3,24,0,Pt,110,3:-2,3.74,3,5,4,1,0
3,25,0,Pt,000,E,1.41,1,1,0,1,0
3,26,0,Pt,001,1:1,1.73,1,3,1,1,0
3,27,0,Pt,110,3:-2,3.74,3,5,4,1,0
3,28,0,Pt,000,E,1.41,1,1,0,1,0
3,29,0,Pt,000,E,1.41,1,1,0,1,0
3,30,0,Pt,000,E,0.00,0,1,0,0,1
3,31,0,Pt,000,E,2.45,2,1,0,1,0
3,32,0,Pt,000,E,1.41,1,1,0,1,0
3,33,0,Pt,000,E,0.00,0,1,0,0,1
3,34,0,Pt,000,E,1.41,1,1,0,1,0
3,35,0,Pt,001,1:1,1.73,1,3,1,1,0
3,36,0,Pt,110,3:-2,3.74,3,5,4,1,0
3,37,0,Pt,000,E,2.45,2,1,0,1,0
3,38,0,Pt,000,E,1.41,1,1,0,1,0
3,39,0,Pt,000,E,0.00,0,1,0,0,1
3,40,0,Pt,000,E,2.45,2,1,0,1,0
3,41,0,Pt,000,E,1.41,1,1,0,1,0
3,42,0,Pt,000,E,0.00,0,1,0,0,1
3,43,0,Pt,000,E,2.45,2,1,0,1,0
3,44,0,Pt,001,1:1,1.73,1,3,1,1,0
3,45,0,Pt,110,3:-2,3.74,3,5,4,1,0
3,46,0,Pt,000,E,2.45,2,1,0,1,0
3,47,0,Pt,000,E,1.41,1,1,0,1,0
3,48,0,Pt,000,E,0.00,0,1,0,0,1
3,49,0,Pt,000,E,2.45,2,1,0,1,0
3,0,1,Pt,110,1:1|4:-2,4.58,4,8,4,0,1
3,1,1,Pt,000,E,1.41,1,1,0,1,0
3,2,1,Pt,000,E,2.45,2,1,0,1,0
3,3,1,Pt,000,E,2.83,2,1,0,1,0
3,4,1,Pt,000,E,1.41,1,1,0,1,0
3,5,1,Pt,001,2:1,1.41,1,5,2,0,1
3,6,1,Pt,110,1:1|4:-2,4.12,3,8,4,0,1
3,7,1,Pt,000,E,1.41,1,1,0,1,0
3,8,1,Pt,001,2:1,3.16,3,5,2,1,0
3,9,1,Pt,110,1:1|4:-2,4.58,4,8,4,0,1
3,10,1,Pt,000,E,1.41,1,1,0,1,0
3,11,1,Pt,000,E,1.41,1,1,0,1,0
3,12,1,Pt,000,E,2.83,2,1,0,1,0
3,13,1,Pt,000,E,1.41,1,1,0,1,0
3,14,1,Pt,000,E,1.41,1,1,0,1,0
3,15,1,Pt,000,E,2.83,2,1,0,1,0
3,16,1,Pt,000,E,1.41,1,1,0,1,0
3,17,1,Pt,001,2:1,3.16,3,5,2,1,0
3,18,1,Pt,110,1:1|4:-2,4.58,4,8,4,0,1
3,19,1,Pt,000,E,1.41,1,1,0,1,0
3,20,1,Pt,000,E,2.45,2,1,0,1,0
3,21,1,Pt,000,E,2.83,2,1,0,1,0
3,22,1,Pt,000,E,1.41,1,1,0,1,0
3,23,1,Pt,001,2:1,3.16,3,5,2,1,0
3,24,1,Pt,110,1:1|4:-2,4.12,3,8,4,0,1
3,25,1,Pt,000,E,1.41,1,1,0,1,0
3,26,1,Pt,001,2:1,3.16,3,5,2,1,0
3,27,1,Pt,110,1:1|4:-2,4.58,4,8,4,0,1
3,28,1,Pt,000,E,1.41,1,1,0,1,0
3,29,1,Pt,000,E,2.45,2,1,0,1,0
3,30,1,Pt,000,E,2.83,2,1,0,1,0
3,31,1,Pt,000,E,1.41,1,1,0,1,0
3,32,1,Pt,000,E,1.41,1,1,0,1,0
3,33,1,Pt,000,E,2.83,2,1,0,1,0
3,34,1,Pt,000,E,1.41,1,1,0,1,0
3,35,1,Pt,001,2:1,3.16,3,5,2,1,0
3,36,1,Pt,110,1:1|4:-2,4.58,4,8,4,0,1
3,37,1,Pt,000,E,1.41,1,1,0,1,0
3,38,1,Pt,000,E,1.41,1,1,0,1,0
3,39,1,Pt,000,E,2.83,2,1,0,1,0
3,40,1,Pt,000,E,1.41,1,1,0,1,0
3,41,1,Pt,000,E,1.41,1,1,0,1,0
3,42,1,Pt,000,E,2.83,2,1,0,1,0
3,43,1,Pt,000,E,1.41,1,1,0,1,0
3,44,1,Pt,001,2:1,1.41,1,5,2,0,1
3,45,1,Pt,110,1:1|4:-2,4.58,4,8,4,0,1
3,46,1,Pt,000,E,1.41,1,1,0,1,0
3,47,1,Pt,000,E,1.41,1,1,0,1,0
3,48,1,Pt,000,E,2.83,2,1,0,1,0
3,49,1,Pt,000,E,1.41,1,1,0,1,0
3,0,2,Mt,100,2:1,2.00,2,5,2,0,1
3,1,2,Mt,000,E,1.41,1,1,0,1,0
3,2,2,Mt,000,E,1.41,1,1,0,1,0
3,3,2,Mt,000,E,3.74,3,1,0,1,0
3,4,2,Mt,000,E,0.00,0,1,0,0,1
3,5,2,Mt,011,3:1,3.00,3,5,2,1,0
3,6,2,Mt,100,2:1,1.41,1,5,2,0,1
3,7,2,Mt,000,E,3.74,3,1,0,1,0
3,8,2,Mt,011,3:1,2.24,2,5,2,1,0
3,9,2,Mt,100,2:1,2.45,2,5,2,1,0
3,10,2,Mt,000,E,0.00,0,1,0,0,1
3,11,2,Mt,000,E,2.45,2,1,0,1,0
3,12,2,Mt,000,E,3.74,3,1,0,1,0
3,13,2,Mt,000,E,1.41,1,1,0,1,0
3,14,2,Mt,000,E,1.41,1,1,0,1,0
3,15,2,Mt,000,E,2.83,2,1,0,1,0
3,16,2,Mt,000,E,1.41,1,1,0,1,0
3,17,2,Mt,011,3:1,2.24,2,5,2,1,0
3,18,2,Mt,100,2:1,2.00,2,5,2,0,1
3,19,2,Mt,000,E,1.41,1,1,0,1,0
3,20,2,Mt,000,E,1.41,1,1,0,1,0
3,21,2,Mt,000,E,2.83,2,1,0,1,0
3,22,2,Mt,000,E,1.41,1,1,0,1,0
3,23,2,Mt,011,3:1,2.24,2,5,2,1,0
3,24,2,Mt,100,2:1,1.41,1,5,2,0,1
3,25,2,Mt,000,E,3.74,3,1,0,1,0
3,26,2,Mt,011,3:1,2.24,2,5,2,1,0
3,27,2,Mt,100,2:1,2.00,2,5,2,0,1
3,28,2,Mt,000,E,1.41,1,1,0,1,0
3,29,2,Mt,000,E,1.41,1,1,0,1,0
3,30,2,Mt,000,E,3.74,3,1,0,1,0
3,31,2,Mt,000,E,1.41,1,1,0,1,0
3,32,2,Mt,000,E,1.41,1,1,0,1,0
3,33,2,Mt,000,E,2.83,2,1,0,1,0
3,34,2,Mt,000,E,1.41,1,1,0,1,0
3,35,2,Mt,011,3:1,2.24,2,5,2,1,0
3,36,2,Mt,100,2:1,2.45,2,5,2,1,0
3,37,2,Mt,000,E,0.00,0,1,0,0,1
3,38,2,Mt,000,E,2.45,2,1,0,1,0
3,39,2,Mt,000,E,3.74,3,1,0,1,0
3,40,2,Mt,000,E,1.41,1,1,0,1,0
3,41,2,Mt,000,E,1.41,1,1,0,1,0
3,42,2,Mt,000,E,3.74,3,1,0,1,0
3,43,2,Mt,000,E,0.00,0,1,0,0,1
3,44,2,Mt,011,3:1,3.00,3,5,2,1,0
3,45,2,Mt,100,2:1,2.45,2,5,2,1,0
3,46,2,Mt,000,E,0.00,0,1,0,0,1
3,47,2,Mt,000,E,2.45,2,1,0,1,0
3,48,2,Mt,000,E,3.74,3,1,0,1,0
3,49,2,Mt,000,E,0.00,0,1,0,0,1
3,0,3,Mt,100,3:1,3.00,2,5,2,1,0
3,1,3,Mt,000,E,2.45,2,1,0,1,0
3,2,3,Mt,000,E,1.41,1,1,0,1,0
3,3,3,Mt,000,E,1.41,1,1,0,1,0
3,4,3,Mt,000,E,1.41,1,1,0,1,0
3,5,3,Mt,011,1:-2|4:1,2.00,2,8,2,0,1
3,6,3,Mt,100,3:1,3.00,3,5,2,1,0
3,7,3,Mt,000,E,3.74,3,1,0,1,0
3,8,3,Mt,011,1:-2|4:1,1.41,1,8,2,0,1
3,9,3,Mt,100,3:1,2.24,2,5,2,0,1
3,10,3,Mt,000,E,1.41,1,1,0,1,0
3,11,3,Mt,000,E,1.41,1,1,0,1,0
3,12,3,Mt,000,E,1.41,1,1,0,1,0
3,13,3,Mt,000,E,1.41,1,1,0,1,0
3,14,3,Mt,000,E,1.41,1,1,0,1,0
3,15,3,Mt,000,E,1.41,1,1,0,1,0
3,16,3,Mt,000,E,2.45,2,1,0,1,0
3,17,3,Mt,011,1:-2|4:1,1.41,1,8,2,0,1
3,18,3,Mt,100,3:1,3.00,2,5,2,1,0
3,19,3,Mt,000,E,2.45,2,1,0,1,0
3,20,3,Mt,000,E,1.41,1,1,0,1,0
3,21,3,Mt,000,E,1.41,1,1,0,1,0
3,22,3,Mt,000,E,2.45,2,1,0,1,0
3,23,3,Mt,011,1:-2|4:1,1.41,1,8,2,0,1
3,24,3,Mt,100,3:1,3.00,3,5,2,1,0
3,25,3,Mt,000,E,3.74,3,1,0,1,0
3,26,3,Mt,011,1:-2|4:1,1.41,1,8,2,0,1
3,27,3,Mt,100,3:1,3.00,2,5,2,1,0
3,28,3,Mt,000,E,2.45,2,1,0,1,0
3,29,3,Mt,000,E,1.41,1,1,0,1,0
3,30,3,Mt,000,E,1.41,1,1,0,1,0
3,31,3,Mt,000,E,1.41,1,1,0,1,0
3,32,3,Mt,000,E,1.41,1,1,0,1,0
3,33,3,Mt,000,E,1.41,1,1,0,1,0
3,34,3,Mt,000,E,2.45,2,1,0,1,0
3,35,3,Mt,011,1:-2|4:1,1.41,1,8,2,0,1
3,36,3,Mt,100,3:1,2.24,2,5,2,0,1
3,37,3,Mt,000,E,1.41,1,1,0,1,0
3,38,3,Mt,000,E,1.41,1,1,0,1,0
3,39,3,Mt,000,E,1.41,1,1,0,1,0
3,40,3,Mt,000,E,1.41,1,1,0,1,0
3,41,3,Mt,000,E,1.41,1,1,0,1,0
3,42,3,Mt,000,E,1.41,1,1,0,1,0
3,43,3,Mt,000,E,1.41,1,1,0,1,0
3,44,3,Mt,011,1:-2|4:1,2.00,2,8,2,0,1
3,45,3,Mt,100,3:1,2.24,2,5,2,0,1
3,46,3,Mt,000,E,1.41,1,1,0,1,0
3,47,3,Mt,000,E,1.41,1,1,0,1,0
3,48,3,Mt,000,E,1.41,1,1,0,1,0
3,49,3,Mt,000,E,1.41,1,1,0,1,0
3,0,4,Z,100,4:1,4.24,4,3,2,1,0
3,1,4,Z,000,E,1.41,1,1,0,1,0
3,2,4,Z,000,E,1.41,1,1,0,1,0
3,3,4,Z,000,E,1.41,1,1,0,1,0
3,4,4,Z,001,E,2.45,2,1,0,1,0
3,5,4,Z,010,2:-2,2.45,2,5,4,1,0
3,6,4,Z,100,4:1,3.74,3,3,2,1,0
3,7,4,Z,001,E,1.41,1,1,0,1,0
3,8,4,Z,010,2:-2,2.45,2,5,4,1,0
3,9,4,Z,100,4:1,3.16,3,3,2,1,0
3,10,4,Z,000,E,2.45,2,1,0,1,0
3,11,4,Z,000,E,1.41,1,1,0,1,0
3,12,4,Z,000,E,1.41,1,1,0,1,0
3,13,4,Z,000,E,2.83,2,1,0,1,0
3,14,4,Z,000,E,1.41,1,1,0,1,0
3,15,4,Z,000,E,2.45,2,1,0,1,0
3,16,4,Z,001,E,1.41,1,1,0,1,0
3,17,4,Z,010,2:-2,2.45,2,5,4,1,0
3,18,4,Z,100,4:1,4.24,4,3,2,1,0
3,19,4,Z,000,E,1.41,1,1,0,1,0
3,20,4,Z,000,E,1.41,1,1,0,1,0
3,21,4,Z,000,E,2.45,2,1,0,1,0
3,22,4,Z,001,E,1.41,1,1,0,1,0
3,23,4,Z,010,2:-2,2.45,2,5,4,1,0
3,24,4,Z,100,4:1,3.74,3,3,2,1,0
3,25,4,Z,001,E,1.41,1,1,0,1,0
3,26,4,Z,010,2:-2,2.45,2,5,4,1,0
3,27,4,Z,100,4:1,4.24,4,3,2,1,0
3,28,4,Z,000,E,1.41,1,1,0,1,0
3,29,4,Z,000,E,1.41,1,1,0,1,0
